brand,product_name,product_category_tree,product_rating,retail_price,discounted_price,discount_percentage,main_category,sub_category,price_bucket
Unknown,Aaliya Casual Sleeveless Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Aaliya Tops""]",,1400.0,700.0,50.0,Clothing,Women's Clothing,₹500–1K
Karatcraft,Karatcraft Citra Engagement Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,46772.0,33298.0,28.80783374668605,Jewellery,Rings,₹5K+
Unknown,Cation Casual Short Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Cation Tops""]",,1200.0,499.0,58.416666666666664,Clothing,Women's Clothing,<₹500
Unknown,Cation Casual 3/4 Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Cation Tops""]",3.0,1400.0,499.0,64.35714285714286,Clothing,Women's Clothing,<₹500
Unknown,Cation Casual 3/4 Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Cation Tops""]",,899.0,499.0,44.493882091212456,Clothing,Women's Clothing,<₹500
Unknown,"Cation Casual Short Sleeve, Sleeveless Solid Women's Top","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Cation Tops""]",,2200.0,799.0,63.68181818181819,Clothing,Women's Clothing,₹500–1K
Unknown,Cation Casual Sleeveless Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Cation Tops""]",,899.0,899.0,0.0,Clothing,Women's Clothing,₹500–1K
Unknown,Paprika Party Sleeveless Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Paprika Tops""]",,799.0,499.0,37.546933667083856,Clothing,Women's Clothing,<₹500
Unknown,Yepme Women Flats,"[""Footwear >> Women's Footwear >> Flats""]",3.0,399.0,199.0,50.125313283208015,Footwear,Women's Footwear,<₹500
Karatcraft,Karatcraft Sima Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,49999.0,35698.0,28.602572051441026,Jewellery,Rings,₹5K+
Unknown,Stilestreet Casual Short Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Stilestreet Tops""]",4.0,699.0,449.0,35.7653791130186,Clothing,Women's Clothing,<₹500
Unknown,Gag Wear Casual Short Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Gag Wear Tops""]",,699.0,349.0,50.07153075822603,Clothing,Women's Clothing,<₹500
Karatcraft,Karatcraft Ailey Band Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,47049.0,33702.0,28.368296881974114,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Clariz Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,42860.0,38964.0,9.090060662622491,Jewellery,Rings,₹5K+
Unknown,Foot Candy Women Heels,"[""Footwear >> Women's Footwear >> Heels""]",,1599.0,799.0,50.03126954346466,Footwear,Women's Footwear,₹500–1K
Unknown,Foot Candy Women Heels,"[""Footwear >> Women's Footwear >> Heels""]",,1799.0,899.0,50.0277932184547,Footwear,Women's Footwear,₹500–1K
Kiara Jewellery,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,"[""Jewellery >> Rings""]",,3075.0,1537.0,50.016260162601625,Jewellery,Rings,₹1K–2K
Kiara Jewellery,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,"[""Jewellery >> Rings""]",,2875.0,1375.0,52.17391304347826,Jewellery,Rings,₹1K–2K
Kiara Jewellery,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,"[""Jewellery >> Rings""]",,3425.0,1925.0,43.79562043795621,Jewellery,Rings,₹1K–2K
Kiara Jewellery,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,"[""Jewellery >> Rings""]",,3475.0,1975.0,43.16546762589928,Jewellery,Rings,₹1K–2K
Kiara Jewellery,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,"[""Jewellery >> Rings""]",,3275.0,1637.0,50.01526717557252,Jewellery,Rings,₹1K–2K
Kiara Jewellery,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,"[""Jewellery >> Rings""]",,3875.0,1375.0,64.51612903225806,Jewellery,Rings,₹1K–2K
Kiara Jewellery,Kiara Jewellery KIR0344 Silver Cubic Zirconia Rhodium Ring,"[""Jewellery >> Rings""]",,3467.0,1733.0,50.0144216902221,Jewellery,Rings,₹1K–2K
Kiara Jewellery,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,"[""Jewellery >> Rings""]",,3625.0,2125.0,41.37931034482759,Jewellery,Rings,₹2K–5K
Unknown,C&S Shopping Gallery Women's Leggings,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Ethnic Bottoms >> Leggings & Churidars >> Leggings & Jeggings >> C&S Shopping Gallery Leggings & Jeggings""]",,1199.0,499.0,58.381984987489574,Clothing,Women's Clothing,<₹500
Riva Carpets,Riva Carpets Cotton Free Bath Mat Classic Shag Bathmat-RI-04,"[""Home Furnishing >> Bath Linen >> Bath Mats""]",,1899.0,1899.0,0.0,Home Furnishing,Bath Linen,₹1K–2K
Riva Carpets,Riva Carpets Cotton Free Bath Mat Classic Loop Shag Bathmat_RI-527,"[""Home Furnishing >> Bath Linen >> Bath Mats""]",,1799.0,1799.0,0.0,Home Furnishing,Bath Linen,₹1K–2K
Karatcraft,Karatcraft Klytie Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,48043.0,31471.0,34.494099036280005,Jewellery,Rings,₹5K+
Unknown,Lamere Women Flats,"[""Footwear >> Women's Footwear >> Flats""]",,1299.0,779.0,40.03079291762894,Footwear,Women's Footwear,₹500–1K
Karatcraft,Karatcraft Klytie Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,49999.0,33519.0,32.960659213184265,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Robini Emerald Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,49999.0,33607.0,32.78465569311386,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Trilic Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,49999.0,33761.0,32.476649532990656,Jewellery,Rings,₹5K+
Allure,Allure Silver Amethyst Sterling Silver Ring,"[""Jewellery >> Rings""]",,3130.0,1899.0,39.329073482428115,Jewellery,Rings,₹1K–2K
Kiara Jewellery,Kiara Jewellery Sterling Silver Swarovski Crystal Yellow Gold Ring,"[""Jewellery >> Rings""]",,3178.0,1589.0,50.0,Jewellery,Rings,₹1K–2K
Kiara Jewellery,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,"[""Jewellery >> Rings""]",,3225.0,1225.0,62.01550387596899,Jewellery,Rings,₹1K–2K
Unknown,CurVy Q Casual Butterfly Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> CurVy Q Tops""]",,799.0,445.0,44.30538172715895,Clothing,Women's Clothing,<₹500
Karatcraft,Karatcraft Clariz Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,44445.0,30409.0,31.580605242434466,Jewellery,Rings,₹5K+
Kiara Jewellery,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,"[""Jewellery >> Rings""]",,2609.0,1109.0,57.49329244921426,Jewellery,Rings,₹1K–2K
Unknown,"Majori Casual, Festive, Party Short Sleeve Floral Print Women's Top","[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Majori Tops""]",,850.0,850.0,0.0,Clothing,Women's Clothing,₹500–1K
Unknown,Uptownie Lite Party Short Sleeve Floral Print Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Uptownie Lite Tops""]",,999.0,389.0,61.06106106106106,Clothing,Women's Clothing,<₹500
Unknown,Zastraa Party Full Sleeve Embroidered Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Zastraa Tops""]",,2299.0,1099.0,52.196607220530666,Clothing,Women's Clothing,₹1K–2K
Karatcraft,Karatcraft Musimi Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,23356.0,12183.0,47.83781469429697,Jewellery,Rings,₹5K+
Unknown,Posto Necktie Men's  Combo,"[""Clothing >> Men's Clothing >> Posto Men's Clothing""]",,3499.0,1499.0,57.15918833952558,Clothing,Men's Clothing,₹1K–2K
G-Luck,G-Luck Silver Turquoise NA K Ring,"[""Jewellery >> Rings""]",,3680.0,3200.0,13.043478260869565,Jewellery,Rings,₹2K–5K
G-Luck,G-Luck Silver Turquoise NA K Ring,"[""Jewellery >> Rings""]",,4888.0,4250.0,13.052373158756136,Jewellery,Rings,₹2K–5K
G-Luck,G-Luck Silver Turquoise NA K Ring,"[""Jewellery >> Rings""]",,3738.0,3250.0,13.055109684323169,Jewellery,Rings,₹2K–5K
Unknown,FabAlley Casual Short Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> FabAlley Tops""]",,900.0,900.0,0.0,Clothing,Women's Clothing,₹500–1K
Unknown,FabAlley Casual Sleeveless Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> FabAlley Tops""]",,650.0,650.0,0.0,Clothing,Women's Clothing,₹500–1K
Unknown,FabAlley Casual Short Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> FabAlley Tops""]",,750.0,750.0,0.0,Clothing,Women's Clothing,₹500–1K
Unknown,FabAlley Casual Sleeveless Printed Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> FabAlley Tops""]",,1200.0,1200.0,0.0,Clothing,Women's Clothing,₹1K–2K
Unknown,FabAlley Casual Sleeveless Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> FabAlley Tops""]",,900.0,900.0,0.0,Clothing,Women's Clothing,₹500–1K
Unknown,The Vanca Formal Sleeveless Printed Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> The Vanca Tops""]",,1299.0,909.0,30.023094688221708,Clothing,Women's Clothing,₹500–1K
Unknown,Zoysia Casual 3/4 Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Zoysia Tops""]",,3190.0,1595.0,50.0,Clothing,Women's Clothing,₹1K–2K
Unknown,Nell Women Heels,"[""Footwear >> Women's Footwear >> Heels""]",,1485.0,699.0,52.92929292929293,Footwear,Women's Footwear,₹500–1K
Unknown,Anaya Women Heels,"[""Footwear >> Women's Footwear >> Heels""]",4.8,1699.0,699.0,58.85815185403178,Footwear,Women's Footwear,₹500–1K
Unknown,Bellafoz Women Heels,"[""Footwear >> Women's Footwear >> Heels""]",,999.0,499.0,50.050050050050054,Footwear,Women's Footwear,<₹500
Unknown,Klick2Style Casual Sleeveless Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Klick2Style Tops""]",,1599.0,606.0,62.10131332082551,Clothing,Women's Clothing,₹500–1K
Ishtaa,Ishtaa Gold Cubic Zirconia 18 K Ring,"[""Jewellery >> Rings""]",,8300.0,7885.0,5.0,Jewellery,Rings,₹5K+
Unknown,Vastra Valley Girl's A-line Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Vastra Valley Dresses""]",,850.0,797.0,6.235294117647059,Clothing,Kids' Clothing,₹500–1K
Unknown,Beebay Girl's A-line Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Beebay Dresses""]",4.0,895.0,399.0,55.418994413407816,Clothing,Kids' Clothing,<₹500
Unknown,Kidzblush Girl's A-line Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Kidzblush Dresses""]",,899.0,449.0,50.055617352614014,Clothing,Kids' Clothing,<₹500
Unknown,Vastra Valley Girl's Gathered Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Vastra Valley Dresses""]",,700.0,550.0,21.428571428571427,Clothing,Kids' Clothing,₹500–1K
Unknown,My Little Joy Casual Short Sleeve Printed Girl's Top,"[""Clothing >> Kids' Clothing >> Girls Wear >> T-Shirts & Tops >> Tops >> My Little Joy Tops""]",,599.0,299.0,50.08347245409015,Clothing,Kids' Clothing,<₹500
Unknown,My Little Joy Casual Short Sleeve Printed Baby Girl's Top,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> T-Shirts & Tops >> Tops >> My Little Joy Tops""]",,599.0,299.0,50.08347245409015,Baby Care,Infant Wear,<₹500
Wise Guys,Wise Guys Pouch for Lenovo S880,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Pouches >> Wise Guys Mobile Pouches""]",,249.0,249.0,0.0,Mobiles & Accessories,Mobile Accessories,<₹500
Kiara Jewellery,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,"[""Jewellery >> Rings""]",,4025.0,2525.0,37.267080745341616,Jewellery,Rings,₹2K–5K
Kiara Jewellery,Kiara Jewellery Sterling Silver Swarovski Crystal Yellow Gold Ring,"[""Jewellery >> Rings""]",,2733.0,1366.0,50.01829491401391,Jewellery,Rings,₹1K–2K
Kiara Jewellery,Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,"[""Jewellery >> Rings""]",,3238.0,1238.0,61.766522544780734,Jewellery,Rings,₹1K–2K
BlueStone,"BlueStone Sylvan Lattice Yellow Gold Diamond, Pearl 18 K Ring","[""Jewellery >> Rings""]",,38992.0,32255.0,17.277903159622486,Jewellery,Rings,₹5K+
Karatcraft,Karatcraft Duma Stackable Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,13859.0,8222.0,40.673930298001295,Jewellery,Rings,₹5K+
Unknown,Tapyti Casual 3/4 Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Tapyti Tops""]",,875.0,610.0,30.28571428571429,Clothing,Women's Clothing,₹500–1K
G-Luck,G-Luck Gomed Stone Weight - 12.3 Carat / 14.47 Ratti Silver Garnet Ring,"[""Jewellery >> Rings""]",,7820.0,6800.0,13.043478260869565,Jewellery,Rings,₹5K+
Kundali,Kundali Gold Topaz 18 K Ring,"[""Jewellery >> Rings""]",,25185.0,21900.0,13.043478260869565,Jewellery,Rings,₹5K+
Unknown,Tapyti Casual Sleeveless Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Tapyti Tops""]",,999.0,499.0,50.050050050050054,Clothing,Women's Clothing,<₹500
Unknown,Miss Chase Casual Sleeveless Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Miss Chase Tops""]",,1399.0,979.0,30.021443888491778,Clothing,Women's Clothing,₹500–1K
Unknown,Nine Lions Bollywood Fashion Casual Short Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Nine Lions Bollywood Fashion Tops""]",,1650.0,550.0,66.66666666666666,Clothing,Women's Clothing,₹500–1K
BlueStone,BlueStone The Ciara for her Yellow Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,20438.0,20438.0,0.0,Jewellery,Rings,₹5K+
Unknown,Wrangler Men's Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Wrangler Casual & Party Wear Shirts""]",,1795.0,1795.0,0.0,Clothing,Men's Clothing,₹1K–2K
Unknown,Sequences Girl's A-line Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Sequences Dresses""]",,1350.0,749.0,44.51851851851852,Clothing,Kids' Clothing,₹500–1K
Unknown,For Kids Girl's A-line Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> For Kids Dresses""]",,5999.0,2999.0,50.00833472245374,Clothing,Kids' Clothing,₹2K–5K
Unknown,Akshadha Girl's A-line Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> Akshadha Dresses""]",,799.0,799.0,0.0,Clothing,Kids' Clothing,₹500–1K
Unknown,For Kids Girl's A-line Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> For Kids Dresses""]",,5799.0,2899.0,50.00862217623728,Clothing,Kids' Clothing,₹2K–5K
Unknown,De Kafal Girl's Gathered Dress,"[""Clothing >> Kids' Clothing >> Girls Wear >> Dresses & Skirts >> Dresses >> De Kafal Dresses""]",,1299.0,799.0,38.49114703618168,Clothing,Kids' Clothing,₹500–1K
Unknown,Rute Floral Print Women's Round Neck T-Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Polos & T-Shirts >> Rute Polos & T-Shirts""]",,1299.0,599.0,53.88760585065435,Clothing,Women's Clothing,₹500–1K
Indian Gems And Jewells,Indian Gems And Jewells Certified 2 Cts Sterling Silver Ruby Ring,"[""Jewellery >> Rings""]",,5000.0,3500.0,30.0,Jewellery,Rings,₹2K–5K
Karatcraft,Karatcraft Valusha Gold Diamond 18 K Ring,"[""Jewellery >> Rings""]",,16646.0,12094.0,27.34590892706957,Jewellery,Rings,₹5K+
