brand,product_name,product_category_tree,product_rating,retail_price,discounted_price,discount_percentage,main_category,sub_category,price_bucket
Look-Kool,Look-Kool Unisex Wayfarer Sunglasses,"[""Sunglasses >> Look-Kool Unisex Wayfarer Sunglasses""]",,699.0,269.0,61.51645207439199,Sunglasses,Look-Kool Unisex Wayfarer Sunglasses,<₹500
Spinn,Spinn Men Sandals,"[""Footwear >> Men's Footwear >> Sandals & Floaters >> Spinn Sandals & Floaters >> Spinn Men Sandals""]",,999.0,699.0,30.03003003003003,Footwear,Men's Footwear,₹500–1K
HH,HH Wayfarer Sunglasses,"[""Sunglasses >> HH Wayfarer Sunglasses""]",,999.0,299.0,70.07007007007007,Sunglasses,HH Wayfarer Sunglasses,<₹500
Aligatorr,Aligatorr Aviator Sunglasses,"[""Sunglasses >> Aligatorr Aviator Sunglasses""]",,499.0,180.0,63.92785571142284,Sunglasses,Aligatorr Aviator Sunglasses,<₹500
HH,HH Aviator Sunglasses,"[""Sunglasses >> HH Aviator Sunglasses""]",,1199.0,349.0,70.89241034195163,Sunglasses,HH Aviator Sunglasses,<₹500
Hako,Hako 60W Magsafe Laptop Charger For APPLE MacBook Pro13 MB990XA 60 Adapter,"[""Computers >> Laptop Accessories >> Laptop Adapters >> Hako Laptop Adapters >> Hako 60W Magsafe Laptop Charger For APPLE MacBoo...""]",,2399.0,1799.0,25.010421008753646,Computers,Laptop Accessories,₹1K–2K
WOAP,WOAP Alloy Jewel Set,"[""Jewellery >> Jewellery Sets >> WOAP Alloy Jewel Set (Blue)""]",,1399.0,1299.0,7.147962830593281,Jewellery,Jewellery Sets,₹1K–2K
Bento,Bento Cute,"[""Toys & School Supplies >> Role Play Toys >> Bento Role Play Toys >> Bento Cute""]",,399.0,143.0,64.16040100250626,Toys & School Supplies,Role Play Toys,<₹500
Chambor,Chambor Orosa Lipstick 4.5 g,"[""Beauty and Personal Care >> Makeup >> Lips >> Lipsticks >> Chambor Lipsticks >> Chambor Orosa Lipstick 4.5 g (Shade -522)""]",,995.0,995.0,0.0,Beauty and Personal Care,Makeup,₹500–1K
HugMe.fashion,HugMe.fashion Full Sleeve Solid Men's Jacket,"[""Clothing >> Men's Clothing >> Sports Wear >> Jackets >> HugMe.fashion Jackets >> HugMe.fashion Full Sleeve Solid Men's Jacket""]",,19830.0,5949.0,70.0,Clothing,Men's Clothing,₹5K+
3kFactory,3kFactory Baby Shower Cap- Purple,"[""Baby Care >> Baby Bath & Skin >> Baby Shower Caps >> 3kFactory Baby Shower Caps >> 3kFactory Baby Shower Cap- Purple""]",,399.0,174.0,56.390977443609025,Baby Care,Baby Bath & Skin,<₹500
Bajya,Bajya Handicrafts Decorative Stylo 30 inch Glass Hookah,"[""Home Decor & Festive Needs >> Garden & Leisure >> Hookah & Hookah Flavors >> Hookahs >> Bajya Hookahs >> Bajya Handicrafts Decorative Stylo 30 inch Glass...""]",,999.0,499.0,50.050050050050054,Home Decor & Festive Needs,Garden & Leisure,<₹500
Pawtec,Pawtec  Battery - Powerful Backup- For S4 Mini I9195 B500AE,"[""Mobiles & Accessories >> Mobile Accessories >> Batteries >> Pawtec Batteries >> Pawtec  Battery - Powerful Backup- For S4 Mini I...""]",,1499.0,249.0,83.38892595063375,Mobiles & Accessories,Mobile Accessories,<₹500
KAVACi,KAVACi Full Sleeve Solid Men's Jacket,"[""Clothing >> Men's Clothing >> Sports Wear >> Jackets >> KAVACi Jackets >> KAVACi Full Sleeve Solid Men's Jacket""]",,8499.0,8499.0,0.0,Clothing,Men's Clothing,₹5K+
Hako,"Hako 60W Magsafe1 Laptop Charger For APPLE MacBook Pro 13"" MB990 MAGSAFE 60 Adapter","[""Computers >> Laptop Accessories >> Laptop Adapters >> Hako Laptop Adapters >> Hako 60W Magsafe1 Laptop Charger For APPLE MacBo...""]",,2399.0,1799.0,25.010421008753646,Computers,Laptop Accessories,₹1K–2K
Point Fit,Point Fit Solid Women's V-neck T-Shirt,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Polos & T-Shirts >> Point Fit Polos & T-Shirts >> Point Fit Solid Women's V-neck T-Shirt""]",,999.0,399.0,60.06006006006006,Clothing,Women's Clothing,<₹500
Saba Garments,Saba Garments Baby Girl's Gathered Dress,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Dresses & Skirts >> Dresses >> Saba Garments Dresses >> Saba Garments Baby Girl's Gathered Dress""]",,3550.0,2750.0,22.535211267605636,Baby Care,Infant Wear,₹2K–5K
Value Bay,Value Bay VBCMF05 Ceramic Mug,"[""Kitchen & Dining >> Coffee Mugs >> Value Bay Coffee Mugs >> Value Bay VBCMF05 Ceramic Mug (3.5 ml)""]",,699.0,299.0,57.224606580829764,Kitchen & Dining,Coffee Mugs,<₹500
The Crazy Me,The Crazy Me 1 Compartments Eco-Friendly leatherette Pen Stand,"[""The Crazy Me 1 Compartments Eco-Friendly leather...""]",,399.0,206.0,48.370927318295735,The Crazy Me 1 Compartments Eco-Friendly leather...,,<₹500
Pack N Buy,Pack N Buy 4 Compartments Plastic Stationary Holder,"[""Pens & Stationery >> Office Supplies >> Desk Organizers >> Pack N Buy Desk Organizers >> Pack N Buy 4 Compartments Plastic Stationary Hol...""]",,850.0,652.0,23.294117647058822,Pens & Stationery,Office Supplies,₹500–1K
Cm Treder,Cm Treder kdp37 Motorbike LED Bulb,"[""Automotive >> Accessories & Spare parts >> Car & Bike Lighting >> Bike Lighting >> Bike Light Bulbs >> Cm Treder kdp37 Motorbike LED Bulb (Headlight)""]",,499.0,299.0,40.08016032064128,Automotive,Accessories & Spare parts,<₹500
Imlee,Imlee Mojaris,"[""Footwear >> Women's Footwear >> Casual Shoes >> Mocassins >> Imlee Mojaris""]",,1600.0,1600.0,0.0,Footwear,Women's Footwear,₹1K–2K
CEAT,CEAT 3.00-18 Secura Sport Tube Tyre,"[""Automotive >> CEAT 3.00-18 Secura Sport Tube Tyre""]",,2850.0,1710.0,40.0,Automotive,CEAT 3.00-18 Secura Sport Tube Tyre,₹1K–2K
HIMMLISCH,HIMMLISCH STMPL17610 Scooter H4 3Bright Light Bulb White-Mahindra Duro DZ Motorbike LED Bulb,"[""Automotive >> Accessories & Spare parts >> Car & Bike Lighting >> Bike Lighting >> Bike Light Bulbs >> HIMMLISCH STMPL17610 Scooter H4 3Bright Light Bu...""]",,1699.0,498.0,70.68864037669216,Automotive,Accessories & Spare parts,<₹500
CEAT,CEAT 4.00-8 Buland Tube Tyre,"[""Automotive >> CEAT 4.00-8 Buland Tube Tyre""]",,1995.0,1197.0,40.0,Automotive,CEAT 4.00-8 Buland Tube Tyre,₹1K–2K
Cm Treder,Cm Treder cm h4 light 100 Motorbike LED Bulb,"[""Automotive >> Accessories & Spare parts >> Car & Bike Lighting >> Bike Lighting >> Bike Light Bulbs >> Cm Treder cm h4 light 100 Motorbike LED Bulb (He...""]",,499.0,299.0,40.08016032064128,Automotive,Accessories & Spare parts,<₹500
CEAT,CEAT 2.75-18 Secura M86 Tube Tyre,"[""Automotive >> CEAT 2.75-18 Secura M86 Tube Tyre""]",,2625.0,1575.0,40.0,Automotive,CEAT 2.75-18 Secura M86 Tube Tyre,₹1K–2K
CEAT,CEAT 3.50-19 Milaze TT Tube Tyre,"[""Automotive >> CEAT 3.50-19 Milaze TT Tube Tyre""]",,3375.0,2025.0,40.0,Automotive,CEAT 3.50-19 Milaze TT Tube Tyre,₹2K–5K
CEAT,CEAT 100/90-17 Milaze TT Tube Tyre,"[""Automotive >> CEAT 100/90-17 Milaze TT Tube Tyre""]",,3270.0,1962.0,40.0,Automotive,CEAT 100/90-17 Milaze TT Tube Tyre,₹1K–2K
D'Panache,D'Panache Mojaris,"[""Footwear >> Women's Footwear >> Casual Shoes >> Mocassins >> D'Panache Mojaris""]",,999.0,499.0,50.050050050050054,Footwear,Women's Footwear,<₹500
CEAT,CEAT 3.50-10 Milaze TT Tube Tyre,"[""Automotive >> CEAT 3.50-10 Milaze TT Tube Tyre""]",,1800.0,1080.0,40.0,Automotive,CEAT 3.50-10 Milaze TT Tube Tyre,₹1K–2K
CEAT,CEAT 140/70-17 Zoom XL TL Tube Less Tyre,"[""Automotive >> CEAT 140/70-17 Zoom XL TL Tube Less Tyre""]",,4650.0,2790.0,40.0,Automotive,CEAT 140/70-17 Zoom XL TL Tube Less Tyre,₹2K–5K
CEAT,CEAT 2.75-17 Secura F85 TL Tube Less Tyre,"[""Automotive >> CEAT 2.75-17 Secura F85 TL Tube Less Tyre""]",,2250.0,1350.0,40.0,Automotive,CEAT 2.75-17 Secura F85 TL Tube Less Tyre,₹1K–2K
CEAT,CEAT 2.75-18 Gripp TT Tube Tyre,"[""Automotive >> CEAT 2.75-18 Gripp TT Tube Tyre""]",,2775.0,1665.0,40.0,Automotive,CEAT 2.75-18 Gripp TT Tube Tyre,₹1K–2K
Cm Treder,Cm Treder cm h4 light 145 Motorbike LED Bulb,"[""Automotive >> Accessories & Spare parts >> Car & Bike Lighting >> Bike Lighting >> Bike Light Bulbs >> Cm Treder cm h4 light 145 Motorbike LED Bulb (He...""]",,499.0,299.0,40.08016032064128,Automotive,Accessories & Spare parts,<₹500
Blue Button,Blue Button Safari Green Loafers,"[""Footwear >> Women's Footwear >> Casual Shoes >> Mocassins >> Blue Button Safari Green Loafers""]",,1999.0,999.0,50.025012506253134,Footwear,Women's Footwear,₹500–1K
Upside Down,"Upside Down Sleeveless Applique Baby Girl's, Baby Boy's Jacket","[""Baby Care >> Infant Wear >> Baby Boys' Clothes >> Winter & Seasonal Wear >> Jackets >> Upside Down Jackets >> Upside Down Sleeveless Applique Baby Girl's, Bab...""]",,2500.0,600.0,76.0,Baby Care,Infant Wear,₹500–1K
Teddy's choice,Teddy's choice Baby Boy's Green Romper,"[""Baby Care >> Infant Wear >> Baby Boys' Clothes >> Dungarees & Jumpsuits >> Dungarees >> Teddy's choice Dungarees >> Teddy's choice Baby Boy's Green Romper""]",,575.0,431.0,25.043478260869566,Baby Care,Infant Wear,<₹500
Lushomes,Lushomes Plain Back Cushion,"[""Home Furnishing >> Living Room Furnishing >> Lushomes Living Room Furnishing >> Lushomes Plain Back Cushion (Pack of5, Brown)""]",,2499.0,1599.0,36.014405762304925,Home Furnishing,Living Room Furnishing,₹1K–2K
BEcom,BEcom Sleeve for ALL 14.5 inch Tablet iPad Tab Funbook Playbook,"[""Computers >> Tablet Accessories >> Cases & Covers >> BEcom Cases & Covers >> BEcom Sleeve for ALL 14.5 inch Tablet iPad Tab F...""]",,500.0,230.0,54.0,Computers,Tablet Accessories,<₹500
Emartbuy,Emartbuy Wallet Case Cover for Apple iPad Mini 3,"[""Computers >> Tablet Accessories >> Cases & Covers >> Emartbuy Cases & Covers >> Emartbuy Wallet Case Cover for Apple iPad Mini 3...""]",,999.0,699.0,30.03003003003003,Computers,Tablet Accessories,₹500–1K
Hawkins,Hawkins Stainless Steel 10 L Pressure Cooker,"[""Kitchen & Dining >> Pressure Cookers & Pans >> Hawkins Pressure Cookers & Pans""]",,4925.0,4850.0,1.5228426395939088,Kitchen & Dining,Pressure Cookers & Pans,₹2K–5K
Unknown,Morpunc Women's Leggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Morpunc Leggings & Jeggings""]",,499.0,349.0,30.060120240480963,Clothing,Women's Clothing,<₹500
Varun,Varun 10 L Pressure Cooker,"[""Kitchen & Dining >> Pressure Cookers & Pans >> Varun Pressure Cookers & Pans""]",,3595.0,3399.0,5.45201668984701,Kitchen & Dining,Pressure Cookers & Pans,₹2K–5K
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",1.0,1600.0,899.0,43.8125,Home Decor & Festive Needs,Wall Decor & Clocks,₹500–1K
Prestige,Prestige Popular Plus 10 L Pressure Cooker,"[""Kitchen & Dining >> Pressure Cookers & Pans >> Prestige Pressure Cookers & Pans""]",3.0,2600.0,2100.0,19.230769230769234,Kitchen & Dining,Pressure Cookers & Pans,₹2K–5K
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",,2000.0,1099.0,45.050000000000004,Home Decor & Festive Needs,Wall Decor & Clocks,₹1K–2K
Dyna,Dyna Silver Heart Stereo Wireless Bluetooth Headset,"[""Mobiles & Accessories >> Mobile Accessories >> Dyna Mobile Accessories""]",,3299.0,1849.0,43.95271294331616,Mobiles & Accessories,Mobile Accessories,₹1K–2K
Ultra,Ultra 8 L Pressure Cooker,"[""Kitchen & Dining >> Pressure Cookers & Pans >> Ultra Pressure Cookers & Pans""]",,3390.0,3190.0,5.899705014749262,Kitchen & Dining,Pressure Cookers & Pans,₹2K–5K
Unknown,Civilized Showdown Women's Jeggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Civilized Showdown Leggings & Jeggings""]",,1099.0,699.0,36.39672429481347,Clothing,Women's Clothing,₹500–1K
Prestige,Prestige Deluxe Plus 10 L Pressure Cooker,"[""Kitchen & Dining >> Pressure Cookers & Pans >> Prestige Pressure Cookers & Pans""]",3.0,2760.0,2345.0,15.03623188405797,Kitchen & Dining,Pressure Cookers & Pans,₹2K–5K
Bed & Bath,Bed & Bath Cotton Floral Double Bedsheet,"[""Home Furnishing >> Bed Linen >> Bedsheets""]",,4900.0,1960.0,60.0,Home Furnishing,Bed Linen,₹1K–2K
Unknown,FCS Suzuki Metal Key Chain,"[""Pens & Stationery >> Office Supplies >> Key Chains >> FCS Key Chains""]",4.6,299.0,138.0,53.84615384615385,Pens & Stationery,Office Supplies,<₹500
Unknown,Lux Lyra Women's Leggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Lux Lyra Leggings & Jeggings""]",,730.0,699.0,4.2465753424657535,Clothing,Women's Clothing,₹500–1K
Unknown,Milton Opaque Series 630 ml Water Bottle,"[""Kitchen & Dining >> Containers & Bottles >> Bottles & Sippers >> Milton Bottles & Sippers""]",,158.0,150.0,5.063291139240507,Kitchen & Dining,Containers & Bottles,<₹500
Unknown,Milton School 750 ml Water Bottle,"[""Kitchen & Dining >> Containers & Bottles >> Bottles & Sippers >> Milton Bottles & Sippers""]",5.0,184.0,175.0,4.891304347826087,Kitchen & Dining,Containers & Bottles,<₹500
Unknown,Milton School 1000 ml Water Bottle,"[""Kitchen & Dining >> Containers & Bottles >> Bottles & Sippers >> Milton Bottles & Sippers""]",3.5,277.0,249.0,10.108303249097473,Kitchen & Dining,Containers & Bottles,<₹500
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",,1600.0,872.0,45.5,Home Decor & Festive Needs,Wall Decor & Clocks,₹500–1K
Unknown,Civilized Showdown Women's Jeggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Civilized Showdown Leggings & Jeggings""]",,599.0,449.0,25.041736227045075,Clothing,Women's Clothing,<₹500
Slim Fit,See Designs Men's Printed Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> See Designs Casual & Party Wear Shirts""]",,1599.0,650.0,59.34959349593496,Clothing,Men's Clothing,₹500–1K
Regular,London Bee Men's Printed Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> London Bee Casual & Party Wear Shirts""]",,1899.0,899.0,52.6592943654555,Clothing,Men's Clothing,₹500–1K
Unknown,Elligator Women Sports Sandals,"[""Footwear >> Women's Footwear >> Sports Sandals""]",5.0,499.0,479.0,4.008016032064128,Footwear,Women's Footwear,<₹500
Slim,Revine Men's Printed Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> Revine Casual & Party Wear Shirts""]",5.0,1299.0,849.0,34.64203233256351,Clothing,Men's Clothing,₹500–1K
Unknown,Tracer Women Sports Sandals,"[""Footwear >> Women's Footwear >> Sports Sandals""]",1.0,319.0,249.0,21.9435736677116,Footwear,Women's Footwear,<₹500
Unknown,N-Gal Women's Leggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> N-Gal Leggings & Jeggings""]",,750.0,525.0,30.0,Clothing,Women's Clothing,₹500–1K
Unknown,"Bonjour Ladies Socks Women's Self Design, Striped Ankle Length Socks","[""Clothing >> Women's Clothing >> Accessories >> Socks & Stockings >> Socks >> Bonjour Socks""]",,380.0,380.0,0.0,Clothing,Women's Clothing,<₹500
Grafion,Grafion Cotton Floral Double Bedsheet,"[""Home Furnishing >> Bed Linen >> Bedsheets""]",,1799.0,749.0,58.36575875486382,Home Furnishing,Bed Linen,₹500–1K
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",,1700.0,927.0,45.470588235294116,Home Decor & Festive Needs,Wall Decor & Clocks,₹500–1K
Unknown,DressBerry Women's Leggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> DressBerry Leggings & Jeggings""]",,899.0,449.0,50.055617352614014,Clothing,Women's Clothing,<₹500
Unknown,Prestitia Women's Leggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Prestitia Leggings & Jeggings""]",,510.0,255.0,50.0,Clothing,Women's Clothing,<₹500
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",,1600.0,1089.0,31.937500000000004,Home Decor & Festive Needs,Wall Decor & Clocks,₹1K–2K
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",,1500.0,1089.0,27.400000000000002,Home Decor & Festive Needs,Wall Decor & Clocks,₹1K–2K
Unknown,Pannkh Women's Leggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Pannkh Leggings & Jeggings""]",,999.0,499.0,50.050050050050054,Clothing,Women's Clothing,<₹500
Unknown,Wineberry Women's Leggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Wineberry Leggings & Jeggings""]",,749.0,549.0,26.702269692923895,Clothing,Women's Clothing,₹500–1K
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",,1800.0,1049.0,41.72222222222222,Home Decor & Festive Needs,Wall Decor & Clocks,₹1K–2K
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",,1400.0,699.0,50.07142857142857,Home Decor & Festive Needs,Wall Decor & Clocks,₹500–1K
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",,1300.0,709.0,45.46153846153846,Home Decor & Festive Needs,Wall Decor & Clocks,₹500–1K
Slim,WROGN Men's Solid Casual Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Casual & Party Wear Shirts >> WROGN Casual & Party Wear Shirts""]",5.0,1999.0,999.0,50.025012506253134,Clothing,Men's Clothing,₹500–1K
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",,1800.0,871.0,51.61111111111111,Home Decor & Festive Needs,Wall Decor & Clocks,₹500–1K
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",,1400.0,799.0,42.92857142857143,Home Decor & Festive Needs,Wall Decor & Clocks,₹500–1K
Peepal Comm,Peepal Comm Bulb PC-USB_BULBO USB Led Light,"[""Computers >> Laptop Accessories >> USB Gadgets >> Peepal Comm USB Gadgets""]",,499.0,159.0,68.13627254509018,Computers,Laptop Accessories,<₹500
Storite,"Storite Mini Flexible for PC, Laptop, Powerbank, eBook Reading UL 06 USB Led Light","[""Computers >> Laptop Accessories >> USB Gadgets >> Storite USB Gadgets""]",,289.0,289.0,0.0,Computers,Laptop Accessories,<₹500
eGizmos,"eGizmos Micro Charging with Flexible for Computer & Mobile Notebook Laptop PC, Energy Saving Portable USB Led Light","[""Computers >> Laptop Accessories >> USB Gadgets >> eGizmos USB Gadgets""]",,499.0,199.0,60.120240480961925,Computers,Laptop Accessories,<₹500
Divinit,Divinit DG Royal Ornamental Size 2 Shiva religious wall hanging Showpiece  -  20.5 cm,"[""Home Decor & Festive Needs >> Table Decor & Handicrafts >> Showpieces >> Religious Idols >> Divinit Religious Idols""]",,1940.0,1940.0,0.0,Home Decor & Festive Needs,Table Decor & Handicrafts,₹1K–2K
Storite,"Storite Mini Flexible For PC, Laptop, Power Bank, Ebook Reading UL 04 USB Led Light","[""Computers >> Laptop Accessories >> USB Gadgets >> Storite USB Gadgets""]",,294.0,289.0,1.7006802721088436,Computers,Laptop Accessories,<₹500
KoldFire,KoldFire Flexible Portable Lamp Bendable USB Led Light,"[""Computers >> Laptop Accessories >> USB Gadgets >> KoldFire USB Gadgets""]",,995.0,399.0,59.89949748743718,Computers,Laptop Accessories,<₹500
Forty Creek,Forty Creek Portable SkyBlue MA80003 USB Led Light,"[""Computers >> Laptop Accessories >> USB Gadgets >> Forty Creek USB Gadgets""]",,499.0,120.0,75.95190380761522,Computers,Laptop Accessories,<₹500
Scalabedding,Scalabedding Cotton Striped King sized Double Bedsheet,"[""Home Furnishing >> Bed Linen >> Bedsheets""]",,2585.0,2115.0,18.181818181818183,Home Furnishing,Bed Linen,₹2K–5K
SRP Linen,SRP Linen Cotton Striped King sized Double Bedsheet,"[""Home Furnishing >> Bed Linen >> Bedsheets""]",,3300.0,2700.0,18.181818181818183,Home Furnishing,Bed Linen,₹2K–5K
SRP Linen,SRP Linen Cotton Plain King sized Double Bedsheet,"[""Home Furnishing >> Bed Linen >> Bedsheets""]",,3519.0,2879.0,18.186984938903098,Home Furnishing,Bed Linen,₹2K–5K
Scalabedding,Scalabedding Cotton Solid King sized Double Bedsheet,"[""Home Furnishing >> Bed Linen >> Bedsheets""]",,4399.0,3599.0,18.185951352580133,Home Furnishing,Bed Linen,₹2K–5K
Prestige,Prestige Nakshatra Alpha 7 L Pressure Cooker,"[""Kitchen & Dining >> Pressure Cookers & Pans >> Prestige Pressure Cookers & Pans""]",4.0,2495.0,2047.0,17.955911823647295,Kitchen & Dining,Pressure Cookers & Pans,₹2K–5K
Cello,Cello Grind-N-Mix 500 550 W Mixer Grinder,"[""Home & Kitchen >> Kitchen Appliances >> Mixer/juicer/grinders >> Cello Mixer/juicer/grinders""]",,3645.0,2749.0,24.58161865569273,Home & Kitchen,Kitchen Appliances,₹2K–5K
Maharaja Whiteline,Maharaja Whiteline Neo (MX-147) 500 W Mixer Grinder,"[""Home & Kitchen >> Kitchen Appliances >> Mixer/juicer/grinders >> Maharaja Whiteline Mixer/juicer/grinders""]",4.0,2999.0,1599.0,46.68222740913638,Home & Kitchen,Kitchen Appliances,₹1K–2K
Unknown,Tjaggies Women's Leggings,"[""Clothing >> Women's Clothing >> Western Wear >> Leggings & Jeggings >> Leggings & Jeggings >> Tjaggies Leggings & Jeggings""]",,798.0,344.0,56.89223057644111,Clothing,Women's Clothing,<₹500
Unknown,NBA Women's Solid Ankle Length Socks,"[""Clothing >> Men's Clothing >> Sports Wear >> Socks >> NBA Socks""]",3.0,449.0,268.0,40.31180400890869,Clothing,Men's Clothing,<₹500
Unknown,Stiga Orion Table Tennis Racquet,"[""Sports & Fitness >> Racquet Sports >> Table Tennis >> TableTennis Racquets >> Stiga TableTennis Racquets""]",3.0,685.0,675.0,1.4598540145985401,Sports & Fitness,Racquet Sports,₹500–1K
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",,1500.0,818.0,45.46666666666667,Home Decor & Festive Needs,Wall Decor & Clocks,₹500–1K
Unknown,AT Checkered Lungi Lungi,"[""Clothing >> Men's Clothing >> Ethnic Wear >> Lungis >> AT Lungis""]",,300.0,220.0,26.666666666666668,Clothing,Men's Clothing,<₹500
Fastway,Fastway Book Cover for Alcatel Pop 8s Android Tab,"[""Mobiles & Accessories >> Tablet Accessories >> Cases & Covers >> Fastway Cases & Covers""]",,799.0,550.0,31.1639549436796,Mobiles & Accessories,Tablet Accessories,₹500–1K
Unknown,GKI Euro Star Table Tennis Racquet,"[""Sports & Fitness >> Racquet Sports >> Table Tennis >> TableTennis Racquets >> GKI TableTennis Racquets""]",4.1,1520.0,1089.0,28.35526315789474,Sports & Fitness,Racquet Sports,₹1K–2K
Unknown,Stag 4 Star Table Tennis Racquet,"[""Sports & Fitness >> Racquet Sports >> Table Tennis >> TableTennis Racquets >> Stag TableTennis Racquets""]",3.7,450.0,438.0,2.666666666666667,Sports & Fitness,Racquet Sports,<₹500
Unknown,AT Striped Lungi Lungi,"[""Clothing >> Men's Clothing >> Ethnic Wear >> Lungis >> AT Lungis""]",,300.0,220.0,26.666666666666668,Clothing,Men's Clothing,<₹500
Unknown,Ekku Mickey Mouse  - 15 inch,"[""Toys & School Supplies >> Soft Toys >> Ekku Soft Toys""]",,280.0,150.0,46.42857142857143,Toys & School Supplies,Soft Toys,<₹500
Unknown,Blacksmith Analog Wall Clock,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Clocks >> Wall Clocks >> Blacksmith Wall Clocks""]",,1800.0,1089.0,39.5,Home Decor & Festive Needs,Wall Decor & Clocks,₹1K–2K
Zari Boxes,Zari Boxes ZBD-AAB976 Wooden Gift Box,"[""Home Decor & Festive Needs >> Festive Decor >> Festive Gift Boxes >> Zari Boxes Festive Gift Boxes""]",,484.0,299.0,38.22314049586777,Home Decor & Festive Needs,Festive Decor,<₹500
Ethnic Rajasthan,"Ethnic Rajasthan Animal Print Women's, Girl's Wrap Around Skirt","[""Clothing >> Women's Clothing >> Western Wear >> Dresses & Skirts >> Skirts >> Ethnic Rajasthan Skirts >> Ethnic Rajasthan Animal Print Women's, Girl's Wr...""]",,499.0,499.0,0.0,Clothing,Women's Clothing,<₹500
Mickey And Friends,Mickey And Friends Casual Short Sleeve Printed Girl's White Top,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Girls >> T-Shirts & Tops >> Tops >> Mickey And Friends Tops >> Mickey And Friends Casual Short Sleeve Printed G...""]",,599.0,449.0,25.041736227045075,Clothing,Kids' Clothing,<₹500
Dhiyaa Traders,Dhiyaa Traders Superman Rubber Key Chain,"[""Pens & Stationery >> Office Supplies >> Key Chains >> Dhiyaa Traders Key Chains >> Dhiyaa Traders Superman Rubber Key Chain""]",,299.0,65.0,78.26086956521739,Pens & Stationery,Office Supplies,<₹500
Surprise Gifts,Surprise Gifts 0024 Key Chain,"[""Pens & Stationery >> Office Supplies >> Key Chains >> Surprise Gifts Key Chains >> Surprise Gifts 0024 Key Chain""]",,570.0,299.0,47.54385964912281,Pens & Stationery,Office Supplies,<₹500
