brand,product_name,product_category_tree,product_rating,retail_price,discounted_price,discount_percentage,main_category,sub_category,price_bucket,price_bucket_sort,discount_bucket,discount_bucket_sort
Unknown,Real Madrid No 7 Gift Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Real Madrid Combos""]",3.7,495.0,349.0,29.49494949494949,Beauty and Personal Care,Fragrances,<₹500,1,20–40%,3
Jovifashion,Jovifashion Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,450.0,350.0,22.22222222222222,Jewellery,Necklaces & Chains,<₹500,1,20–40%,3
Hand to Hearts,Hand to Hearts Metal Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,500.0,450.0,10.0,Jewellery,Necklaces & Chains,<₹500,1,0–10%,1
Unknown,Playboy London And Berlin Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Playboy Combos""]",5.0,398.0,388.0,2.512562814070352,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
Itzmyfashion,Itzmyfashion Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,500.0,349.0,30.2,Jewellery,Necklaces & Chains,<₹500,1,20–40%,3
Unknown,"Alex's Mickey Mickey, Donald Duck Art Plastic Pencil Box","[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Alex's Geometry & Pencil Boxes""]",5.0,799.0,399.0,50.06257822277848,Toys & School Supplies,School Supplies,<₹500,1,40–60%,4
Juhi Malhotra,Juhi Malhotra Edgy Grey Cotton Dori Choker,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,599.0,499.0,16.69449081803005,Jewellery,Necklaces & Chains,<₹500,1,10–20%,2
Unknown,Xlr8 Activ Sizzle Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> XLR8 Combos""]",,330.0,300.0,9.090909090909092,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
FashBlush,FashBlush Forever New BlackBead & LongChain Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,4999.0,279.0,94.41888377675537,Jewellery,Necklaces & Chains,<₹500,1,80%+,6
TP-LINK,TP-LINK TL-MR3220 3G/4G Wireless N Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",4.2,2899.0,1531.0,47.18868575370818,Computers,Network Components,₹1K–2K,3,40–60%,4
Galz4ever,Galz4ever Black & Silver Seed Bead Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,279.0,229.0,17.921146953405017,Jewellery,Necklaces & Chains,<₹500,1,10–20%,2
Unknown,Yardley Jasmine and Lace Satin Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Yardley Combos""]",,360.0,360.0,0.0,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
Gia,"Gia Exclusive Pretty Pink Enamel, Metal Necklace","[""Jewellery >> Necklaces & Chains >> Necklaces""]",,799.0,499.0,37.546933667083856,Jewellery,Necklaces & Chains,<₹500,1,20–40%,3
Tenda,Tenda TE-D820R,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",5.0,1400.0,799.0,42.92857142857143,Computers,Network Components,₹500–1K,2,40–60%,4
Junk,Junk Diva Glass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,365.0,315.0,13.6986301369863,Jewellery,Necklaces & Chains,<₹500,1,10–20%,2
Unknown,"Denver RO,Force Combo Set","[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Denver Combos""]",,360.0,349.0,3.055555555555556,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
Unknown,Engage Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Engage Combos""]",4.3,540.0,450.0,16.666666666666664,Beauty and Personal Care,Fragrances,<₹500,1,10–20%,2
Engross,Engross Metal Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,1075.0,484.0,54.97674418604651,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Unknown,Spinz Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Spinz Combos""]",5.0,599.0,354.0,40.90150250417362,Beauty and Personal Care,Fragrances,<₹500,1,40–60%,4
Unknown,"Park Avenue Believe Spray ,Four Seasons EDP Combo Set","[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Park Avenue Combos""]",,389.0,389.0,0.0,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
Tenda,Tenda N60,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",5.0,7500.0,3600.0,52.0,Computers,Network Components,₹2K–5K,4,40–60%,4
Hi Look,Hi Look Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",5.0,695.0,265.0,61.87050359712231,Jewellery,Necklaces & Chains,<₹500,1,60–80%,5
Tenda,Tenda F300,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",,2500.0,1196.0,52.16,Computers,Network Components,₹1K–2K,3,40–60%,4
Envoy,"Envoy Ziggie Alloy, Acrylic Necklace","[""Jewellery >> Necklaces & Chains >> Necklaces""]",,249.0,249.0,0.0,Jewellery,Necklaces & Chains,<₹500,1,0–10%,1
JDX,JDX Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",5.0,450.0,299.0,33.55555555555556,Jewellery,Necklaces & Chains,<₹500,1,20–40%,3
Unknown,Karta Frozen Printed Art Plastic Pencil Boxes,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Karta Geometry & Pencil Boxes""]",,989.0,530.0,46.41051567239636,Toys & School Supplies,School Supplies,₹500–1K,2,40–60%,4
Unknown,Benetton Lets Love lets moov Gift Set  Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Benetton Combos""]",4.5,999.0,425.0,57.45745745745746,Beauty and Personal Care,Fragrances,<₹500,1,40–60%,4
Fashion Era,Fashion Era Metal Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,499.0,199.0,60.120240480961925,Jewellery,Necklaces & Chains,<₹500,1,60–80%,5
Unknown,Nike Azzure Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Nike Combos""]",,500.0,382.0,23.6,Beauty and Personal Care,Fragrances,<₹500,1,20–40%,3
ETTI,ETTI Wood Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,1000.0,229.0,77.10000000000001,Jewellery,Necklaces & Chains,<₹500,1,60–80%,5
Unknown,Tootpado Signature Qiangli Print Art Canvas Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Tootpado Geometry & Pencil Boxes""]",,99.0,99.0,0.0,Toys & School Supplies,School Supplies,<₹500,1,0–10%,1
Jewel Touch,Jewel Touch Shiny Silver Double Leaf Shape Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,950.0,280.0,70.52631578947368,Jewellery,Necklaces & Chains,<₹500,1,60–80%,5
Galz4ever,Galz4ever Multi Bead Pearl Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,399.0,349.0,12.531328320802004,Jewellery,Necklaces & Chains,<₹500,1,10–20%,2
Unknown,Nike Casual Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Nike Combos""]",,500.0,410.0,18.0,Beauty and Personal Care,Fragrances,<₹500,1,10–20%,2
Indian Charm,Indian Charm Bone Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,349.0,314.0,10.028653295128938,Jewellery,Necklaces & Chains,<₹500,1,10–20%,2
Onnet,Onnet 3000OCURRO 3G Wifi Router,"[""Computers >> Network Components >> Routers >> Onnet Routers""]",5.0,2999.0,1850.0,38.31277092364122,Computers,Network Components,₹1K–2K,3,20–40%,3
Unknown,Gillette Sport Protect and Power Rush Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Gillette Combos""]",,398.0,380.0,4.522613065326634,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
Indian Fashion Guru,Indian Fashion Guru Artificial Jewellery Ceramic Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,800.0,399.0,50.125,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
ISUN,ISUN ISN V01,"[""Computers >> Network Components >> Routers >> ISUN Routers""]",4.0,2250.0,1599.0,28.933333333333334,Computers,Network Components,₹1K–2K,3,20–40%,3
ETTI,ETTI ESJ27_MULTI Crystal Glass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",4.3,300.0,99.0,67.0,Jewellery,Necklaces & Chains,<₹500,1,60–80%,5
Asus,Asus RT-N14U Wireless-N300 Cloud,"[""Computers >> Network Components >> Routers >> Asus Routers""]",4.2,6999.0,5600.0,19.9885697956851,Computers,Network Components,₹5K+,5,10–20%,2
Imagine Products,Imagine Products Gold & Black Neck Piece Enamel Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,699.0,499.0,28.61230329041488,Jewellery,Necklaces & Chains,<₹500,1,20–40%,3
Unknown,Aero Care La Royal Orange & Ice Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Aero Care Combos""]",,190.0,165.0,13.157894736842104,Beauty and Personal Care,Fragrances,<₹500,1,10–20%,2
Herbal Jewellery,Herbal Jewellery Cotton Dori Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,999.0,499.0,50.05005005005005,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Unknown,Cinthol Deo Spray - Dive + Play + Intense Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Cinthol Combos""]",,525.0,510.0,2.857142857142857,Beauty and Personal Care,Fragrances,₹500–1K,2,0–10%,1
Unknown,"Park Avenue After 8 EDP , Voyage Deodorant Combo Set","[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Park Avenue Combos""]",,433.0,417.0,3.695150115473441,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
Unknown,Kamasutra KS MTV deodorant Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Kamasutra Combos""]",,600.0,379.0,36.833333333333336,Beauty and Personal Care,Fragrances,<₹500,1,20–40%,3
Unknown,Euro Style Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Euro Style Combos""]",,370.0,210.0,43.24324324324324,Beauty and Personal Care,Fragrances,<₹500,1,40–60%,4
Junk,Junk karishma Acrylic Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,395.0,310.0,21.518987341772156,Jewellery,Necklaces & Chains,<₹500,1,20–40%,3
Unknown,Doraemon Polystyrene Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Doraemon Geometry & Pencil Boxes""]",,79.0,79.0,0.0,Toys & School Supplies,School Supplies,<₹500,1,0–10%,1
Gia,Gia Plastic Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,499.0,249.0,50.1002004008016,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
TP-LINK,TP-LINK RE200 AC750 Wi-Fi Range Extender,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",,4500.0,3000.0,33.33333333333333,Computers,Network Components,₹2K–5K,4,20–40%,3
Hi Look,Hi Look Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,795.0,415.0,47.79874213836478,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Unknown,Jovan Satisfaction and Musk Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Jovan Combos""]",,340.0,330.0,2.941176470588235,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
Indian Charm,Indian Charm Glass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",5.0,449.0,404.0,10.022271714922049,Jewellery,Necklaces & Chains,<₹500,1,10–20%,2
Hotpiper,Hotpiper Beautiful Cubic Zirconia Rhodium Plated Acrylic Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,1320.0,490.0,62.87878787878788,Jewellery,Necklaces & Chains,<₹500,1,60–80%,5
Lava,Lava W200 3G Router,"[""Computers >> Network Components >> Routers >> Lava Routers""]",3.4,2999.0,950.0,68.32277425808603,Computers,Network Components,₹500–1K,2,60–80%,5
Unknown,Tootpado Signature Animals Art Plush Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Tootpado Geometry & Pencil Boxes""]",,149.0,149.0,0.0,Toys & School Supplies,School Supplies,<₹500,1,0–10%,1
Laploma,"Laploma 3g Routers & Pocket Routers,Enhance Wifi Range","[""Computers >> Network Components >> Routers >> Laploma Routers""]",,2999.0,2090.0,30.310103367789264,Computers,Network Components,₹2K–5K,4,20–40%,3
Junk,Junk Glass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",5.0,359.0,300.0,16.434540389972145,Jewellery,Necklaces & Chains,<₹500,1,10–20%,2
Unknown,Nike Trendy Women Gift Set  Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Nike Combos""]",,539.0,380.0,29.49907235621521,Beauty and Personal Care,Fragrances,<₹500,1,20–40%,3
Fashblush,Fashblush Plastic Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,1999.0,189.0,90.54527263631816,Jewellery,Necklaces & Chains,<₹500,1,80%+,6
Unknown,Vincent Valentine Paris Set of New Dark & Dark Fire Deodorants Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Vincent Valentine Paris Combos""]",4.5,360.0,310.0,13.88888888888889,Beauty and Personal Care,Fragrances,<₹500,1,10–20%,2
Indian Charm,"Indian Charm Beads Bone, Stone Necklace","[""Jewellery >> Necklaces & Chains >> Necklaces""]",,230.0,207.0,10.0,Jewellery,Necklaces & Chains,<₹500,1,0–10%,1
Unknown,Starmark BTS Baby Doll Art Plastic Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Starmark Geometry & Pencil Boxes""]",,179.0,99.0,44.6927374301676,Toys & School Supplies,School Supplies,<₹500,1,40–60%,4
Hotpiper,"Hotpiper Classic Multicolor Cubic Zirconia, Crystal Yellow Gold Plated Acrylic Necklace","[""Jewellery >> Necklaces & Chains >> Necklaces""]",,980.0,490.0,50.0,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Unknown,Adidas Deo Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> adidas Combos""]",3.7,398.0,290.0,27.1356783919598,Beauty and Personal Care,Fragrances,<₹500,1,20–40%,3
Indian Heritage,Indian Heritage Metal Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,849.0,499.0,41.22497055359246,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Unknown,Neo Gold Leaf Fancy School Art Plastic Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Neo Gold Leaf Geometry & Pencil Boxes""]",,599.0,320.0,46.57762938230384,Toys & School Supplies,School Supplies,<₹500,1,40–60%,4
Unknown,Aero Care Ice & Blue 4 Men Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Aero Care Combos""]",,180.0,165.0,8.333333333333332,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
TP-LINK,TP-LINK TL-WR841N 300Mbps Wireless N Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",4.2,2500.0,1118.0,55.28,Computers,Network Components,₹1K–2K,3,40–60%,4
Hand to Hearts,Hand to Hearts Stone Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,450.0,450.0,0.0,Jewellery,Necklaces & Chains,<₹500,1,0–10%,1
Unknown,PTC Mart Unimass Cartoon Art Plastic Pencil Box,"[""Pens & Stationery >> College Supplies >> Geometry & Pencil Boxes >> Pencil Boxes >> PTC Mart Pencil Boxes""]",,450.0,400.0,11.11111111111111,Pens & Stationery,College Supplies,<₹500,1,10–20%,2
DressBerry,DressBerry Metal Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,649.0,292.0,55.007704160246526,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Unknown,Axe Deodorant Combo Set Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Axe Combos""]",3.4,360.0,337.0,6.388888888888888,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
Hotpiper,Hotpiper Beautiful Cubic Zirconia Yellow Gold Plated Acrylic Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,880.0,450.0,48.86363636363637,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Unknown,Wise Guys Micky Mouse Cartoon Art Plastic Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Wise Guys Geometry & Pencil Boxes""]",,799.0,399.0,50.06257822277848,Toys & School Supplies,School Supplies,<₹500,1,40–60%,4
Itzmyfashion,Itzmyfashion Trendy Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,999.0,499.0,50.05005005005005,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Juhi Malhotra,Juhi Malhotra Ceramic Choker,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,500.0,399.0,20.200000000000003,Jewellery,Necklaces & Chains,<₹500,1,20–40%,3
Tenda,Tenda FH330,"[""Computers >> Network Components >> Routers >> Tenda Routers""]",4.0,3500.0,1705.0,51.28571428571429,Computers,Network Components,₹1K–2K,3,40–60%,4
Junk,Junk Resin Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,699.0,295.0,57.79685264663805,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Unknown,Marvel Avenger Superhero Art Plastic Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Marvel Geometry & Pencil Boxes""]",,359.0,249.0,30.64066852367688,Toys & School Supplies,School Supplies,<₹500,1,20–40%,3
Unknown,Disney Minii Mouse_spiderman Redamption Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Disney Combos""]",,609.0,399.0,34.48275862068966,Beauty and Personal Care,Fragrances,<₹500,1,20–40%,3
Indian Charm,Indian Charm Red & Blue Poth Beads Glass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,399.0,359.0,10.025062656641603,Jewellery,Necklaces & Chains,<₹500,1,10–20%,2
Unknown,Tara Lifestyle Ben 10 Printed Art Plastic Pencil Boxes,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Tara Lifestyle Geometry & Pencil Boxes""]",,699.0,399.0,42.91845493562232,Toys & School Supplies,School Supplies,<₹500,1,40–60%,4
Unknown,Cinthol Shower Gel + Deo Spray - Play Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Cinthol Combos""]",,375.0,338.0,9.866666666666667,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
Dhrohar,Dhrohar Rose Gold Tone Statement Rose Gold Plated Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,799.0,399.0,50.06257822277848,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Unknown,Beverly Hills Polo Club BLUE Gift Set  Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Beverly Hills Polo Club Combos""]",,500.0,450.0,10.0,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
Hi Look,Hi Look Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",5.0,645.0,484.0,24.96124031007752,Jewellery,Necklaces & Chains,<₹500,1,20–40%,3
Unknown,Palakz Soft Pouch Art Plush Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Palakz Geometry & Pencil Boxes""]",,375.0,199.0,46.93333333333333,Toys & School Supplies,School Supplies,<₹500,1,40–60%,4
Etti,Etti ESJ18 Glass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,1000.0,299.0,70.1,Jewellery,Necklaces & Chains,<₹500,1,60–80%,5
D-Link,D-Link DIR-605L Wireless N300 Cloud Router,"[""Computers >> Network Components >> Routers >> D-Link Routers""]",4.1,3500.0,1649.0,52.88571428571428,Computers,Network Components,₹1K–2K,3,40–60%,4
Galz4ever,Galz4ever Layered Pipe Designer Golden Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,599.0,399.0,33.3889816360601,Jewellery,Necklaces & Chains,<₹500,1,20–40%,3
Unknown,Enwraps Utility Pouch America Miniature Bag Abstract Art Cloth Pencil Box,"[""Pens & Stationery >> School Supplies >> Geometry, Pen & Pencil boxes >> Pencil Boxes >> Enwraps Pencil Boxes""]",,409.0,409.0,0.0,Pens & Stationery,School Supplies,<₹500,1,0–10%,1
Indian Charm,"Indian Charm Sky Blue Beads Glass, Metal Necklace","[""Jewellery >> Necklaces & Chains >> Necklaces""]",,350.0,315.0,10.0,Jewellery,Necklaces & Chains,<₹500,1,0–10%,1
Unknown,www.thepaper.asia Anchor Anchor Art Metal Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> www.thepaper.asia Geometry & Pencil Boxes""]",,154.0,128.0,16.883116883116884,Toys & School Supplies,School Supplies,<₹500,1,10–20%,2
Edimax,Edimax BR-6228NS V2,"[""Computers >> Network Components >> Routers >> Edimax Routers""]",4.5,1999.0,890.0,55.47773886943472,Computers,Network Components,₹500–1K,2,40–60%,4
Jadoo Collections,Jadoo Collections Designer Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,499.0,275.0,44.88977955911824,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Unknown,Arsenal Blue & Golden Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Arsenal Combos""]",,399.0,359.0,10.025062656641603,Beauty and Personal Care,Fragrances,<₹500,1,10–20%,2
Fashion Era,Fashion Era Stone Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,799.0,249.0,68.8360450563204,Jewellery,Necklaces & Chains,<₹500,1,60–80%,5
Unknown,Neo Gold Leaf Fancy School Art Cloth Pencil Box,"[""Pens & Stationery >> School Supplies >> Geometry, Pen & Pencil boxes >> Pencil Boxes >> Neo Gold Leaf Pencil Boxes""]",,499.0,339.0,32.06412825651302,Pens & Stationery,School Supplies,<₹500,1,20–40%,3
Gift Island,Gift Island Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,499.0,499.0,0.0,Jewellery,Necklaces & Chains,<₹500,1,0–10%,1
Unknown,Neo Gold Leaf Mickey New Combo Art Plastic Pencil Box,"[""Pens & Stationery >> College Supplies >> Geometry & Pencil Boxes >> Pencil Boxes >> Neo Gold Leaf Pencil Boxes""]",,499.0,449.0,10.02004008016032,Pens & Stationery,College Supplies,<₹500,1,10–20%,2
Jewel Touch,Jewel Touch Angel Wing Heart Pendant Leather Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,740.0,410.0,44.5945945945946,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Unknown,Engage Spell-Mate Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Engage Combos""]",3.9,350.0,290.0,17.142857142857142,Beauty and Personal Care,Fragrances,<₹500,1,10–20%,2
Unknown,Avon Little Black & White Dress Body Each 150 ml Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Avon Combos""]",1.0,598.0,444.0,25.75250836120401,Beauty and Personal Care,Fragrances,<₹500,1,20–40%,3
Junk,Junk Hema Metal Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,325.0,305.0,6.153846153846154,Jewellery,Necklaces & Chains,<₹500,1,0–10%,1
Unknown,Fogg Ocean Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Fogg Combos""]",,420.0,399.0,5.0,Beauty and Personal Care,Fragrances,<₹500,1,0–10%,1
Unknown,Karta Y GUJJU Slider With Marker Art Plastic Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Karta Geometry & Pencil Boxes""]",,299.0,105.0,64.88294314381271,Toys & School Supplies,School Supplies,<₹500,1,60–80%,5
Unknown,Beverly Hills Polo Club RED Gift Set  Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Beverly Hills Polo Club Combos""]",,598.0,399.0,33.27759197324415,Beauty and Personal Care,Fragrances,<₹500,1,20–40%,3
Unknown,Karta Frozen With Calculator & Dual Sharpner Art Plastic Pencil Box,"[""Pens & Stationery >> School Supplies >> Geometry, Pen & Pencil boxes >> Karta Geometry, Pen & Pencil boxes""]",,449.0,185.0,58.79732739420936,Pens & Stationery,School Supplies,<₹500,1,40–60%,4
Junk,Junk Metal Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,399.0,300.0,24.81203007518797,Jewellery,Necklaces & Chains,<₹500,1,20–40%,3
Unknown,Yardley Red Roses Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Yardley Combos""]",2.0,380.0,340.0,10.526315789473683,Beauty and Personal Care,Fragrances,<₹500,1,10–20%,2
Unknown,Point Blank Passion Play Deodorants For Men Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Point Blank Combos""]",,510.0,370.0,27.450980392156865,Beauty and Personal Care,Fragrances,<₹500,1,20–40%,3
Indian Charm,Indian Charm Blue Silver Poth Salli Beads Glass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,549.0,494.0,10.018214936247723,Jewellery,Necklaces & Chains,<₹500,1,10–20%,2
Unknown,Klassik Animal Random Art Card Board Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Klassik Geometry & Pencil Boxes""]",5.0,249.0,180.0,27.710843373493976,Toys & School Supplies,School Supplies,<₹500,1,20–40%,3
Legrand,Legrand Legrand Myrius 673010 16A Indicator White Switch 15 One Way Electrical Switch,"[""Home Improvement >> Electricals >> Switches & Accessories >> Switches & Dimmers""]",,244.0,150.0,38.52459016393443,Home Improvement,Electricals,<₹500,1,20–40%,3
TP-LINK,TP-Link Archer C20 AC750 Dual Band Router,"[""Computers >> Network Components >> Routers >> TP-LINK Routers""]",4.4,5399.0,2150.0,60.17781070568624,Computers,Network Components,₹2K–5K,4,60–80%,5
Imitzworld,Imitzworld Yellow Gold Plated Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,587.0,349.0,40.54514480408859,Jewellery,Necklaces & Chains,<₹500,1,40–60%,4
Unknown,Alex's Super Fine Series Ben Ten Art Metal Pencil Box,"[""Pens & Stationery >> School Supplies >> Geometry, Pen & Pencil boxes >> Alex's Geometry, Pen & Pencil boxes""]",5.0,499.0,199.0,60.120240480961925,Pens & Stationery,School Supplies,<₹500,1,60–80%,5
Homefoster,Homefoster Cotton Dori Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,418.0,418.0,0.0,Jewellery,Necklaces & Chains,<₹500,1,0–10%,1
Unknown,Engage Rush and Urge Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Engage Combos""]",,360.0,310.0,13.88888888888889,Beauty and Personal Care,Fragrances,<₹500,1,10–20%,2
Friendz,Friendz Ceramic Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",,225.0,180.0,20.0,Jewellery,Necklaces & Chains,<₹500,1,10–20%,2
